 CONF#          E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
CONF709        -65.013090          2.81          -2929.524583          2.68           -8.279271         -2929.537777          2.85                0.05         
CONF719        -65.012369          3.27          -2929.524238          2.90           -8.716355         -2929.538129          2.63                0.07         
CONF727        -65.014264          2.08          -2929.526998          1.17           -7.514077         -2929.538972          2.10                0.17         
CONF728        -65.014225          2.10          -2929.526635          1.40           -7.535807         -2929.538644          2.31                0.12         
CONF729        -65.013473          2.57          -2929.524442          2.77           -8.013496         -2929.537212          3.20                0.03         
CONF734        -65.011588          3.76          -2929.521903          4.36           -9.169484         -2929.536516          3.64                0.01         
CONF735        -65.011571          3.77          -2929.521935          4.34           -9.176693         -2929.536559          3.61                0.01         
CONF738        -65.011178          4.01          -2929.523014          3.67           -9.410348         -2929.538010          2.70                0.06         
CONF739        -65.011529          3.79          -2929.521882          4.38           -9.189184         -2929.536526          3.63                0.01         
CONF742        -65.010194          4.63          -2929.521069          4.89           -10.018854        -2929.537036          3.32                0.02         
CONF743        -65.012474          3.20          -2929.524032          3.03           -8.607790         -2929.537749          2.87                0.05         
CONF746        -65.012087          3.44          -2929.522348          4.09           -8.824339         -2929.536410          3.71                0.01         
CONF759        -65.011056          4.09          -2929.522062          4.26           -9.452307         -2929.537126          3.26                0.02         
CONF760        -65.014280          2.07          -2929.528222          0.40           -7.427090         -2929.540058          1.42                0.53         
CONF761        -65.013038          2.85          -2929.523820          3.16           -8.208652         -2929.536902          3.40                0.02         
CONF763        -65.013369          2.64          -2929.528321          0.34           -7.991031         -2929.541055          0.79                1.53         
CONF764        -65.011571          3.77          -2929.522075          4.26           -9.119895         -2929.536608          3.58                0.01         
CONF768        -65.013366          2.64          -2929.528257          0.38           -7.993553         -2929.540995          0.83                1.44         
CONF777        -65.012495          3.19          -2929.525335          2.21           -8.511536         -2929.538899          2.15                0.16         
CONF779        -65.012659          3.09          -2929.525430          2.15           -8.406741         -2929.538827          2.19                0.14         
CONF780        -65.012207          3.37          -2929.523461          3.39           -8.689495         -2929.537309          3.14                0.03         
CONF781        -65.012207          3.37          -2929.523486          3.37           -8.688637         -2929.537332          3.13                0.03         
CONF787        -65.012325          3.29          -2929.523965          3.07           -8.609285         -2929.537685          2.91                0.04         
CONF789        -65.013129          2.79          -2929.526063          1.75           -8.101807         -2929.538974          2.10                0.17         
CONF800        -65.013036          2.85          -2929.527240          1.02           -8.143130         -2929.540217          1.32                0.63         
CONF815        -65.012059          3.46          -2929.526665          1.38           -8.734338         -2929.540585          1.09                0.93         
CONF821        -65.011242          3.97          -2929.521260          4.77           -9.240842         -2929.535987          3.97                0.01         
CONF825        -65.012505          3.18          -2929.522777          3.82           -8.443918         -2929.536234          3.82                0.01         
CONF828        -65.011181          4.01          -2929.521768          4.45           -9.269582         -2929.536540          3.63                0.01         
CONF829        -65.010016          4.74          -2929.522662          3.89           -10.001110        -2929.538600          2.33                0.11         
CONF833        -65.013391          2.63          -2929.526780          1.30           -7.875740         -2929.539331          1.87                0.25         
CONF834        -65.011513          3.80          -2929.525647          2.01           -9.054374         -2929.540076          1.41                0.54         
CONF837        -65.013540          2.53          -2929.526336          1.58           -7.781569         -2929.538736          2.25                0.13         
CONF840        -65.012947          2.90          -2929.528212          0.41           -8.147373         -2929.541195          0.70                1.78         
CONF841        -65.013615          2.49          -2929.526951          1.20           -7.725207         -2929.539261          1.92                0.23         
CONF842        -65.013704          2.43          -2929.526842          1.26           -7.668248         -2929.539062          2.04                0.19         
CONF843        -65.013713          2.42          -2929.527005          1.16           -7.661540         -2929.539214          1.95                0.22         
CONF856        -65.012343          3.28          -2929.522923          3.72           -8.496724         -2929.536464          3.67                0.01         
CONF865        -65.009807          4.87          -2929.520970          4.95           -10.079398        -2929.537033          3.32                0.02         
CONF866        -65.010586          4.39          -2929.521047          4.90           -9.589016         -2929.536328          3.76                0.01         
CONF868        -65.010060          4.72          -2929.520640          5.16           -9.913086         -2929.536437          3.69                0.01         
CONF869        -65.010070          4.71          -2929.520612          5.17           -9.906489         -2929.536399          3.71                0.01         
CONF870        -65.012719          3.05          -2929.524679          2.62           -8.245639         -2929.537819          2.82                0.05         
CONF875        -65.013943          2.28          -2929.528298          0.35           -7.462944         -2929.540191          1.33                0.61         
CONF892        -65.012469          3.20          -2929.524627          2.65           -8.360358         -2929.537951          2.74                0.06         
CONF893        -65.011769          3.64          -2929.524159          2.95           -8.798848         -2929.538181          2.60                0.07         
CONF897        -65.011745          3.66          -2929.524193          2.93           -8.812042         -2929.538236          2.56                0.08         
CONF908        -65.008646          5.60          -2929.520879          5.01           -10.737157        -2929.537989          2.72                0.06         
CONF912        -65.010662          4.34          -2929.520998          4.93           -9.463581         -2929.536079          3.92                0.01         
CONF915        -65.013036          2.85          -2929.525777          1.93           -7.970117         -2929.538478          2.41                0.10         
CONF919        -65.012943          2.91          -2929.523652          3.27           -8.023260         -2929.536438          3.69                0.01         
CONF923        -65.011294          3.94          -2929.522986          3.68           -9.051702         -2929.537411          3.08                0.03         
CONF927        -65.012148          3.41          -2929.524435          2.78           -8.510629         -2929.537997          2.71                0.06         
CONF928        -65.011482          3.82          -2929.522520          3.98           -8.929412         -2929.536750          3.49                0.02         
CONF933        -65.012783          3.01          -2929.523520          3.35           -8.101084         -2929.536430          3.70                0.01         
CONF953        -65.012550          3.15          -2929.528858          0.00           -8.220731         -2929.541959          0.23                3.98         
CONF956        -65.009747          4.91          -2929.520675          5.14           -9.977961         -2929.536576          3.60                0.01         
CONF964        -65.009737          4.92          -2929.520564          5.20           -9.978448         -2929.536466          3.67                0.01         
CONF965        -65.010562          4.40          -2929.520941          4.97           -9.459212         -2929.536015          3.96                0.01         
CONF966        -65.010711          4.31          -2929.521776          4.44           -9.362840         -2929.536696          3.53                0.02         
CONF968        -65.011993          3.50          -2929.523556          3.33           -8.552521         -2929.537186          3.22                0.03         
CONF969        -65.010813          4.24          -2929.522208          4.17           -9.294994         -2929.537020          3.32                0.02         
CONF973        -65.008881          5.46          -2929.522731          3.84           -10.502064        -2929.539467          1.79                0.28         
CONF976        -65.011211          3.99          -2929.523972          3.07           -9.028879         -2929.538360          2.48                0.09         
CONF977        -65.011258          3.96          -2929.524023          3.03           -8.995505         -2929.538358          2.49                0.09         
CONF979        -65.010711          4.31          -2929.521091          4.87           -9.338272         -2929.535972          3.98                0.01         
CONF987        -65.011488          3.82          -2929.526518          1.47           -8.833977         -2929.540596          1.08                0.94         
